"shapeid","x","y"
"1","-71.1419652875","42.3926859454"
"1","-71.1392289055","42.3915070578"
"1","-71.1369195352","42.390520851"
"1","-71.1350431986","42.3897191375"
"1","-71.1342241129","42.3894126322"
"1","-71.1331831859","42.3891424587"
"1","-71.1331135762","42.3886990707"
"1","-71.1330509323","42.3883709558"
"1","-71.1324820037","42.3875006441"
"1","-71.1314902573","42.3859834359"
"1","-71.1295555885","42.3866042416"
"1","-71.1284601191","42.3856272529"
"1","-71.1281071902","42.385177458"
"1","-71.1274003812","42.3854626119"
"1","-71.1257392501","42.3861034478"
"1","-71.125301358","42.3862522599"
"1","-71.1246559235","42.3852746414"
"1","-71.1245045068","42.3850998992"
"1","-71.1236679588","42.3851417568"
"1","-71.1227272226","42.3852751932"
"1","-71.1220341501","42.3855027339"
"1","-71.1215144595","42.3856732156"
"1","-71.1200925922","42.3856013001"
"1","-71.119690873","42.3855807643"
"1","-71.1193201445","42.3855617016"
"1","-71.119362937","42.3851399436"
"1","-71.119453403","42.3843307436"
"1","-71.119479353","42.3840934673"
"1","-71.1180850192","42.3840271059"
"1","-71.1165674215","42.3839548288"
"1","-71.1151577194","42.3838678001"
"1","-71.1143650312","42.3838130085"
"1","-71.114043256","42.3837728267"
"2","-71.1053964558","42.3763427367"
"2","-71.1053778274","42.3763255227"
"2","-71.1039983801","42.3750564506"
"2","-71.103230901","42.3743574968"
"2","-71.100866849","42.3743801894"
"2","-71.0980267946","42.3744361585"
"2","-71.0967389095","42.3743987221"
"2","-71.093772095","42.3741666993"
"2","-71.0944492321","42.373102329"
"2","-71.0952018793","42.3716561071"
"2","-71.0961883694","42.3699129688"
"2","-71.0961494844","42.3698812755"
"2","-71.093318226","42.3675566696"
"2","-71.0918348055","42.3663392176"
"2","-71.0918104359","42.3662808194"
"2","-71.0918015539","42.3662595211"
"2","-71.0919732422","42.3659596531"
"2","-71.0922275081","42.3655139558"
"2","-71.0923956925","42.3652188773"
"2","-71.0930714524","42.3640337683"
"2","-71.0931531193","42.3638851909"
"2","-71.09358296","42.3630696602"
"2","-71.0935721332","42.3630270884"
"2","-71.0935572497","42.362968038"
"2","-71.0930734612","42.3629306544"
"2","-71.0917691028","42.3628306748"
"2","-71.0922006433","42.3626140514"
"2","-71.0927783342","42.3623259115"
"2","-71.0931474363","42.3621440499"
"2","-71.0949356173","42.3612983241"
"2","-71.0960125669","42.3608280713"
"2","-71.0959250253","42.3607756261"
"2","-71.0954656594","42.3605016611"
"2","-71.0951394661","42.3603049972"
"2","-71.0947937241","42.3600917992"
"2","-71.0943496274","42.3597822101"
"2","-71.0940518952","42.3595479124"
"2","-71.0940250201","42.3595196906"
"2","-71.0936736025","42.359147312"
"2","-71.0936603273","42.3591259983"
"2","-71.0932615755","42.3584913911"
"2","-71.0932103958","42.3583951672"
"2","-71.0929518027","42.3579016889"
"2","-71.0929082899","42.3578000035"
"2","-71.0925430919","42.3569487297"
"2","-71.0936786125","42.3565672027"
"2","-71.0957287541","42.3558808601"
"2","-71.0978713388","42.3551591313"
"2","-71.1001475442","42.3544707557"
"2","-71.1022670879","42.3539409512"
"2","-71.1043181642","42.3533354091"
"2","-71.1065708394","42.3532484672"
"2","-71.1091190397","42.3531947291"
"2","-71.1106879201","42.3530786255"
"2","-71.1129252876","42.3538277675"
"2","-71.1146135113","42.3545812008"
"2","-71.1155443264","42.3553993093"
"2","-71.1158943825","42.3565468202"
"2","-71.1161579071","42.357437469"
"2","-71.1158738769","42.3588195382"
"2","-71.115990241","42.3601830492"
"2","-71.116201963","42.3619152712"
"2","-71.1162741603","42.3636614324"
"2","-71.1162981105","42.3643262659"
"2","-71.1140634385","42.3644703994"
"2","-71.1137756418","42.3652446356"
"2","-71.1135686641","42.3660383512"
"2","-71.113536571","42.3674679074"
"2","-71.113506579","42.3688940407"
"2","-71.1133934651","42.3696915008"
"2","-71.1132357032","42.3703008411"
"2","-71.1126010909","42.3698411309"
"2","-71.1107551969","42.3691653449"
"2","-71.1068138064","42.3745008287"
"2","-71.1059385697","42.3743873847"
"2","-71.1053964558","42.3763427367"
"3","-71.0961494844","42.3698812755"
"3","-71.0961883694","42.3699129688"
"3","-71.0952018793","42.3716561071"
"3","-71.0944492321","42.373102329"
"3","-71.093772095","42.3741666993"
"3","-71.0936995999","42.3742178948"
"3","-71.0931856503","42.3742174504"
"3","-71.0927621225","42.374183709"
"3","-71.0918838477","42.3741154242"
"3","-71.0902165266","42.3739880716"
"3","-71.089711942","42.3739348215"
"3","-71.0887681096","42.3737050648"
"3","-71.0860687228","42.3730512112"
"3","-71.0857703386","42.3735118281"
"3","-71.0854134051","42.3740470096"
"3","-71.0851330055","42.3736686881"
"3","-71.0849076695","42.3734648135"
"3","-71.0845084825","42.3733186217"
"3","-71.0837566179","42.3733755878"
"3","-71.0833048753","42.3733780683"
"3","-71.0827674128","42.3733665155"
"3","-71.0822016469","42.3734728533"
"3","-71.0819666799","42.3736078317"
"3","-71.0817236254","42.3739163431"
"3","-71.0813069433","42.3740376245"
"3","-71.0805185656","42.3740182877"
"3","-71.079968116","42.3739415033"
"3","-71.079406781","42.3737974462"
"3","-71.0787608526","42.3736791454"
"3","-71.0784228241","42.3736593843"
"3","-71.0780451365","42.3736902424"
"3","-71.0777666627","42.3737578229"
"3","-71.0770172894","42.3736480507"
"3","-71.0742280753","42.3732309511"
"3","-71.0737857096","42.3731806053"
"3","-71.0733600991","42.3731495287"
"3","-71.0725973054","42.373179626"
"3","-71.0723311676","42.3726195308"
"3","-71.0707171643","42.3723837021"
"3","-71.0668320641","42.3718477623"
"3","-71.066745698","42.3717939274"
"3","-71.0646279904","42.3697086607"
"3","-71.0644766499","42.3694515159"
"3","-71.0649192134","42.3695018984"
"3","-71.0654841365","42.3693153784"
"3","-71.0652290633","42.3691086079"
"3","-71.0654607317","42.3690189286"
"3","-71.065683057","42.3691446244"
"3","-71.0660039877","42.3690230377"
"3","-71.0663300342","42.369302106"
"3","-71.0670723949","42.3691759303"
"3","-71.0676674056","42.3689510958"
"3","-71.068104519","42.3686817594"
"3","-71.0686905181","42.3681831632"
"3","-71.0688559757","42.3681357619"
"3","-71.0691180116","42.3681703587"
"3","-71.0694209641","42.3682757686"
"3","-71.0694508739","42.3684007361"
"3","-71.069803614","42.3685653291"
"3","-71.0699578236","42.3685734518"
"3","-71.0711433998","42.3691493335"
"3","-71.0717076538","42.3691267391"
"3","-71.071844083","42.3689941593"
"3","-71.0719234471","42.3688524484"
"3","-71.071820186","42.3686977091"
"3","-71.0714830658","42.3685139723"
"3","-71.0704348617","42.368008581"
"3","-71.0698614271","42.3677162512"
"3","-71.0690952501","42.367301771"
"3","-71.0701324581","42.3661888097"
"3","-71.0708087644","42.3665542406"
"3","-71.0706442039","42.3668451853"
"3","-71.0707581905","42.3669862451"
"3","-71.0714168262","42.3673330837"
"3","-71.0716314521","42.3672645948"
"3","-71.0720449459","42.3674739987"
"3","-71.0720071077","42.3675630406"
"3","-71.072794213","42.3680324607"
"3","-71.0736028758","42.3683935639"
"3","-71.0744203287","42.3688246682"
"3","-71.0754007805","42.3693345749"
"3","-71.0757615633","42.369406566"
"3","-71.076183733","42.3693607872"
"3","-71.0763610167","42.3691357395"
"3","-71.0762939048","42.3689344883"
"3","-71.0762180247","42.368868351"
"3","-71.0759285413","42.3687870195"
"3","-71.0757903869","42.3687988583"
"3","-71.0755694196","42.3689160386"
"3","-71.0754738218","42.3689966363"
"3","-71.0753098586","42.3689596721"
"3","-71.0741427399","42.3683876569"
"3","-71.0747001988","42.367847641"
"3","-71.0761530092","42.3663372443"
"3","-71.0783455709","42.3666164177"
"3","-71.0791046677","42.3667124967"
"3","-71.0818771521","42.367067677"
"3","-71.0856731381","42.3675533957"
"3","-71.0857630308","42.3675646956"
"3","-71.0885295599","42.3678867649"
"3","-71.0896567726","42.3679641956"
"3","-71.0896988465","42.3679670903"
"3","-71.0907523211","42.3680387591"
"3","-71.0907849175","42.3680409331"
"3","-71.0918015539","42.3662595211"
"3","-71.0918104359","42.3662808194"
"3","-71.0918348055","42.3663392176"
"3","-71.093318226","42.3675566696"
"3","-71.0961494844","42.3698812755"
"4","-71.0896988465","42.3679670903"
"4","-71.0896567726","42.3679641956"
"4","-71.0885295599","42.3678867649"
"4","-71.0857630308","42.3675646956"
"4","-71.0856731381","42.3675533957"
"4","-71.0818771521","42.367067677"
"4","-71.0761446719","42.366343212"
"4","-71.0754037873","42.3671173454"
"4","-71.0746354167","42.3679125828"
"4","-71.0741474855","42.3683832039"
"4","-71.0738893557","42.368233411"
"4","-71.0732385284","42.3677542135"
"4","-71.0755468396","42.3653534493"
"4","-71.0764504826","42.3644100713"
"4","-71.0773482669","42.3634742112"
"4","-71.077897888","42.3628985998"
"4","-71.0782655378","42.3625946688"
"4","-71.0788746218","42.3626373756"
"4","-71.079989401","42.3626908457"
"4","-71.0805984462","42.3627747048"
"4","-71.0813323065","42.3629036062"
"4","-71.0818770663","42.3629872246"
"4","-71.0819576836","42.3629662508"
"4","-71.081963238","42.3627556627"
"4","-71.081678673","42.3626681894"
"4","-71.0808831339","42.3624944738"
"4","-71.0802211835","42.3624378639"
"4","-71.0792839259","42.3623630933"
"4","-71.0786790472","42.3623142294"
"4","-71.078671677","42.3619972605"
"4","-71.0785468286","42.361992687"
"4","-71.0782352564","42.3618989321"
"4","-71.0782674963","42.3615725037"
"4","-71.0784087112","42.3615153957"
"4","-71.0787537151","42.3614851029"
"4","-71.078835933","42.3612583308"
"4","-71.0793980144","42.3612384355"
"4","-71.0803828364","42.361008099"
"4","-71.0823009217","42.3603674772"
"4","-71.0838711052","42.3598421882"
"4","-71.0855253697","42.3592917986"
"4","-71.087487149","42.3586368411"
"4","-71.0896250288","42.3579207369"
"4","-71.0925430919","42.3569487297"
"4","-71.0929082899","42.3578000035"
"4","-71.0929518027","42.3579016889"
"4","-71.0932103958","42.3583951672"
"4","-71.0932615755","42.3584913911"
"4","-71.0936603273","42.3591259983"
"4","-71.0936736025","42.359147312"
"4","-71.0940250201","42.3595196906"
"4","-71.0940518952","42.3595479124"
"4","-71.0943496274","42.3597822101"
"4","-71.0947937241","42.3600917992"
"4","-71.0951394661","42.3603049972"
"4","-71.0954656594","42.3605016611"
"4","-71.0959250253","42.3607756261"
"4","-71.0960125669","42.3608280713"
"4","-71.0949356173","42.3612983241"
"4","-71.0931474363","42.3621440499"
"4","-71.0927783342","42.3623259115"
"4","-71.0922006433","42.3626140514"
"4","-71.0917691028","42.3628306748"
"4","-71.0930734612","42.3629306544"
"4","-71.0935572497","42.362968038"
"4","-71.0935721332","42.3630270884"
"4","-71.09358296","42.3630696602"
"4","-71.0931531193","42.3638851909"
"4","-71.0930714524","42.3640337683"
"4","-71.0923956925","42.3652188773"
"4","-71.0922275081","42.3655139558"
"4","-71.0919732422","42.3659596531"
"4","-71.0918015539","42.3662595211"
"4","-71.0907849175","42.3680409331"
"4","-71.0907523211","42.3680387591"
"4","-71.0896988465","42.3679670903"
